"","assessment_sequence_id","student_id","student_or_la","pre_agree_to_participate","pre_submitted","pre_duration","post_agree_to_participate","post_submitted","post_duration","pre_answered","post_answered","pre_score","post_score","effect_size","learning_gain","gender_text","male","female","transgender","genderqueer_nonconforming","gender_noanswer","gender_other","hispanic","white","black","asian","american_indian","hawaiian_or_other_pacific_islander","race_noanswer","race_other","year_in_school","first_time","min_week_w_la_0","min_week_w_la_1to5","min_week_w_la_6to15","min_week_w_la_16to30","min_week_w_la_30plus","pre_1","pre_2","pre_3","pre_4","pre_5","pre_6","pre_7","pre_8","pre_9","pre_10","pre_11","pre_12","pre_13","pre_14","pre_15","pre_16","pre_17","pre_18","pre_19","pre_20","pre_21","pre_22","pre_23","pre_24","pre_25","pre_26","pre_27","pre_28","pre_29","pre_30","pre_31","pre_32","pre_33","pre_34","pre_35","pre_36","pre_37","pre_38","pre_39","pre_40","pre_41","pre_42","pre_43","pre_44","pre_45","pre_46","pre_47","post_1","post_2","post_3","post_4","post_5","post_6","post_7","post_8","post_9","post_10","post_11","post_12","post_13","post_14","post_15","post_16","post_17","post_18","post_19","post_20","post_21","post_22","post_23","post_24","post_25","post_26","post_27","post_28","post_29","post_30","post_31","post_32","post_33","post_34","post_35","post_36","post_37","post_38","post_39","post_40","post_41","post_42","post_43","post_44","post_45","post_46","post_47","pre_48","pre_49","pre_50","post_48","post_49","post_50","course_id","institution_id","ccihe_id","term","year","Bio","Chem","Math","Physics","Astronomy","n_of_qs_on_assessment","students_enrolled","pre_tests_completed","pre_agrees_to_participate","pre_declines_to_participate","post_tests_completed","post_agrees_to_participate","post_declines_to_participate","pre_nonresponses_to_participate","post_non_responses_to_participate","student_to_la_ratio","course_strat_interactive_lecture","course_strat_lecture","course_strat_discuss_small_groups","course_strat_design_activities","course_strat_req_work_together","course_strat_instr_solves_quant","course_strat_instr_solves_qual","course_strat_students_solve_quant","course_strat_students_solve_qual","times_taught","course_learning_goals_prob_solving","course_learning_goals_concept_understanding","course_learning_goals_attitudes_appreciation","course_use_las","la_primary_role","la_secondary_role","weekly_planning_time","times_taught_w_las","used_collaborative_learning","how_collected","community_college","public_inst","assessment_code","course_strat_integrated_lab_lecture","participate_credit_pre","participate_credit_post","participate_email_reminders","participate_inclass_reminders","discipline","has_multiple_versions","filter_question","PRE_start_date","PRE_end_date","POST_start_date","POST_end_date","pre_51","pre_52","post_51","post_52","ethnicity_text","race_text","time_with_la","pre_demographics_before","pre_assessment_version","post_demographics_before","post_assessment_version","n_of_qs_on_assessment_post","parent_degree","mideastern","multiracial","pre_consent","post_consent","pre_1_C","pre_2_C","pre_3_C","pre_4_C","pre_5_C","pre_6_C","pre_7_C","pre_8_C","pre_9_C","pre_10_C","pre_11_C","pre_12_C","pre_13_C","pre_14_C","pre_15_C","pre_16_C","pre_17_C","pre_18_C","pre_19_C","pre_20_C","pre_21_C","pre_22_C","pre_23_C","pre_24_C","pre_25_C","post_1_C","post_2_C","post_3_C","post_4_C","post_5_C","post_6_C","post_7_C","post_8_C","post_9_C","post_10_C","post_11_C","post_12_C","post_13_C","post_14_C","post_15_C","post_16_C","post_17_C","post_18_C","post_19_C","post_20_C","post_21_C","post_22_C","post_23_C","post_24_C","post_25_C"
"1264","1187","34502","Student","I agree to share","2018-02-01 14:37:51",2020.156,"I agree to share","2018-05-11 20:54:17",2421.339,100,100,24,24,0,"0","Female",0,1,0,0,0,0,0,0,0,1,0,0,0,0,"1st",0,1,0,0,0,0,"b","d","d","c","d","b","c","a","c","b","c","b","e","b","b","d","b","c","b","d","c","a","b","d","c","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","a","a","c","d","a","a","d","c","e","a","c","d","b","e","a","c","e","b","d","a","c","a","c","e","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",847,276,145600,"Spring","2018",0,0,1,0,0,25,731,510,406,129,289,244,74,51,272,"N/A","Yes","Yes","No",NA,"Yes",NA,NA,NA,NA,"9",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (less than 50% of the total class time)",NA,2,"3",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
"1265","1187","42660","Student","I agree to share","2018-01-28 21:16:51",1560.492,NA,NA,NA,100,NA,48,NA,NA,NA,"Male",1,0,0,0,0,0,0,1,0,0,0,0,0,0,"1st",1,0,0,0,0,0,"c","b","a","c","b","a","a","d","e","d","b","a","d","a","b","d","a","c","b","b","b","b","e","d","d","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","-",NA,NA,NA,847,276,145600,"Spring","2018",0,0,1,0,0,25,731,510,406,129,289,244,74,51,272,"N/A","Yes","Yes","No",NA,"Yes",NA,NA,NA,NA,"9",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (less than 50% of the total class time)",NA,2,"3",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1266","1187","34759","Student",NA,NA,NA,"I agree to share","2018-04-22 17:27:07",1164.026,NA,100,NA,16,NA,NA,"Male",1,0,0,0,0,0,0,0,0,0,0,0,0,1,"1st",1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b","a","a","e","a","e","d","a","a","e","b","c","b","c","a","b","c","e","d","c","e","d","b","b","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,"-","-","-",847,276,145600,"Spring","2018",0,0,1,0,0,25,731,510,406,129,289,244,74,51,272,"N/A","Yes","Yes","No",NA,"Yes",NA,NA,NA,NA,"9",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (less than 50% of the total class time)",NA,2,"3",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"1267","1187","42662","Student","I agree to share","2018-01-22 16:17:41",929.221,"I agree to share","2018-05-09 22:11:31",729.078,100,100,32,36,0.241262067062843,"0.058823529411765","Male",1,0,0,0,0,0,0,1,0,0,0,0,0,0,"1st",1,0,1,0,0,0,"c","a","c","b","c","b","a","b","e","d","b","b","c","a","a","d","a","d","b","c","b","c","a","d","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","c","d","c","b","c","c","c","d","a","d","d","a","a","d","c","d","c","d","b","d","c","a","c","d","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",847,276,145600,"Spring","2018",0,0,1,0,0,25,731,510,406,129,289,244,74,51,272,"N/A","Yes","Yes","No",NA,"Yes",NA,NA,NA,NA,"9",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (less than 50% of the total class time)",NA,2,"3",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1
"1268","1187","42661","Student","Under 18",NA,NA,"I agree to share","2018-04-23 12:25:04",81.965,100,96,NA,20,-0.241262067062843,"-0.052631578947368","Male",1,0,0,0,0,0,0,1,0,0,0,0,0,0,"1st",1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","d","c","c","b","b","d","e","c","a","e","e","c","c",NA,"e","c","a","b","e","c","a","a","c","c","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,"-","-","-",847,276,145600,"Spring","2018",0,0,1,0,0,25,731,510,406,129,289,244,74,51,272,"N/A","Yes","Yes","No",NA,"Yes",NA,NA,NA,NA,"9",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (less than 50% of the total class time)",NA,2,"3",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,1,0,1,0,1,0,0,0,0
"1269","1187","42665","Student","I agree to share","2018-01-17 17:02:23",2003.564,"I agree to share","2018-04-22 15:58:27",699.545,100,100,44,52,0.482524134125686,"0.14285714285714","Female",0,1,0,0,0,0,1,0,0,0,0,0,1,0,"1st",1,0,0,1,0,0,"c","b","a","a","b","e","e","e","e","d","b","a","e","a","c","d","d","b","b","b","b","b","e","c","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","c","b","d","a","b","a","d","a","a","b","b","d","e","a","c","d","d","b","b","d","c","d","b","d","d","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",847,276,145600,"Spring","2018",0,0,1,0,0,25,731,510,406,129,289,244,74,51,272,"N/A","Yes","Yes","No",NA,"Yes",NA,NA,NA,NA,"9",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (less than 50% of the total class time)",NA,2,"3",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0
"1270","1187","42664","Student","I agree to share","2018-01-22 22:33:21",871.868,NA,NA,NA,96,NA,40,NA,NA,NA,"Male",1,0,0,0,0,0,0,0,0,0,0,0,1,0,"1st",0,0,0,0,0,0,"c","c","b","a","b","a","c","a","e","b","b","a","d","c","d","d","b",NA,"c","b","b","a","d","b","c","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","-",NA,NA,NA,847,276,145600,"Spring","2018",0,0,1,0,0,25,731,510,406,129,289,244,74,51,272,"N/A","Yes","Yes","No",NA,"Yes",NA,NA,NA,NA,"9",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (less than 50% of the total class time)",NA,2,"3",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271","1187","42667","Student","I agree to share","2018-01-30 22:13:40",401.866,NA,NA,NA,100,NA,52,NA,NA,NA,"Male",1,0,0,0,0,0,0,0,0,0,0,0,0,1,"1st",1,0,0,0,0,0,"c","b","d","a","b","a","a","a","e","d","b","a","a","d","c","d","b","b","a","c","c","b","c","e","d","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","-",NA,NA,NA,847,276,145600,"Spring","2018",0,0,1,0,0,25,731,510,406,129,289,244,74,51,272,"N/A","Yes","Yes","No",NA,"Yes",NA,NA,NA,NA,"9",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (less than 50% of the total class time)",NA,2,"3",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1272","1187","42668","Student","I agree to share","2018-01-20 12:42:03",936.977,"I agree to share","2018-05-03 19:05:27",364.629,100,100,20,20,0,"0","Male",1,0,0,0,0,0,0,1,0,0,0,0,0,0,"1st",1,1,0,0,0,0,"a","a","b","c","d","c","a","d","c","a","b","a","a","a","a","c","d","a","a","a","e","d","c","d","c","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","b","d","c","c","b","e","a","a","b","a","c","b","d","b","c","c","d","b","c","a","a","e","c","d","c","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",847,276,145600,"Spring","2018",0,0,1,0,0,25,731,510,406,129,289,244,74,51,272,"N/A","Yes","Yes","No",NA,"Yes",NA,NA,NA,NA,"9",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (less than 50% of the total class time)",NA,2,"3",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
"1273","1187","42672","Student","I agree to share","2018-01-19 06:28:23",913.932,NA,NA,NA,100,NA,24,NA,NA,NA,"Male",1,0,0,0,0,0,1,0,0,0,0,0,0,1,"2nd",1,0,0,0,0,0,"b","a","a","a","b","a","a","b","b","b","c","a","c","b","c","d","a","a","a","c","b","c","a","b","a","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","-",NA,NA,NA,847,276,145600,"Spring","2018",0,0,1,0,0,25,731,510,406,129,289,244,74,51,272,"N/A","Yes","Yes","No",NA,"Yes",NA,NA,NA,NA,"9",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (less than 50% of the total class time)",NA,2,"3",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274","1187","42671","Student","I agree to share","2018-01-26 00:06:32",1691.402,"I agree to share","2018-05-08 21:23:12",2014.633,100,100,28,44,0.965048268251372,"0.22222222222222","Male",1,0,0,0,0,0,0,0,0,0,0,0,1,0,"3rd",1,0,0,0,0,1,"c","b","b","b","b","c","a","d","e","d","d","d","c","a","c","d","a","b","a","c","a","c","d","b","c","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","c","b","b","b","b","a","c","d","d","d","e","d","d","a","c","d","d","b","b","b","c","b","e","d","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",847,276,145600,"Spring","2018",0,0,1,0,0,25,731,510,406,129,289,244,74,51,272,"N/A","Yes","Yes","No",NA,"Yes",NA,NA,NA,NA,"9",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (less than 50% of the total class time)",NA,2,"3",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1
"1275","1187","42674","Student","I agree to share","2018-01-18 14:20:35",1752.365,"I agree to share",NA,NA,100,NA,44,NA,NA,NA,"Male",1,0,0,0,0,0,1,0,0,0,0,0,1,0,"1st",1,1,0,0,0,0,"c","b","b","a","d","a","b","d","a","e","c","a","c","e","e","d","a","b","b","b","c","b","e","d","e","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",847,276,145600,"Spring","2018",0,0,1,0,0,25,731,510,406,129,289,244,74,51,272,"N/A","Yes","Yes","No",NA,"Yes",NA,NA,NA,NA,"9",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (less than 50% of the total class time)",NA,2,"3",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276","1187","34507","Student","I agree to share","2018-01-22 11:50:30",1860.956,NA,NA,NA,100,NA,16,NA,NA,NA,"Female",0,1,0,0,0,0,1,0,0,1,0,0,0,0,"2nd",1,0,0,0,0,0,"c","c","b","c","a","d","c","a","d","b","a","b","d","a","e","d","a","c","a","c","c","c","e","e","c","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","-",NA,NA,NA,847,276,145600,"Spring","2018",0,0,1,0,0,25,731,510,406,129,289,244,74,51,272,"N/A","Yes","Yes","No",NA,"Yes",NA,NA,NA,NA,"9",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (less than 50% of the total class time)",NA,2,"3",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","1187","35173","Student","I agree to share","2018-01-17 12:51:39",1272.122,"I agree to share","2018-05-11 16:27:25",830.523,100,100,40,32,-0.482524134125686,"-0.13333333333333","Female",0,1,0,0,0,0,1,0,0,0,0,0,0,1,"2nd",0,0,1,0,0,0,"c","a","d","a","c","a","c","a","e","c","d","a","c","a","e","d","a","d","b","c","a","a","b","e","b","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","a","b","d","a","b","b","a","a","b","d","b","a","b","b","a","d","d","b","a","e","b","b","b","e","e","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",847,276,145600,"Spring","2018",0,0,1,0,0,25,731,510,406,129,289,244,74,51,272,"N/A","Yes","Yes","No",NA,"Yes",NA,NA,NA,NA,"9",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (less than 50% of the total class time)",NA,2,"3",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"1278","1187","42675","Student","I agree to share","2018-01-31 21:54:44",4633.711,NA,NA,NA,100,NA,32,NA,NA,NA,"Female",0,1,0,0,0,0,1,1,0,0,0,0,0,0,"1st",1,0,0,0,0,0,"b","d","b","b","b","c","b","d","e","d","b","a","e","a","c","d","b","b","a","a","a","b","b","c","c","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","-",NA,NA,NA,847,276,145600,"Spring","2018",0,0,1,0,0,25,731,510,406,129,289,244,74,51,272,"N/A","Yes","Yes","No",NA,"Yes",NA,NA,NA,NA,"9",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (less than 50% of the total class time)",NA,2,"3",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279","1187","42676","Student","I agree to share","2018-01-17 21:19:59",1793.848,"I agree to share","2018-04-25 16:00:30",1840.917,100,100,40,28,-0.723786201188529,"-0.2","Male",1,0,0,0,0,0,1,1,0,0,0,0,0,0,"1st",1,0,1,0,0,0,"a","b","d","c","d","d","b","d","e","c","a","b","e","b","c","d","d","b","b","c","c","d","b","c","c","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","c","d","b","d","c","d","a","d","e","d","a","b","d","e","c","d","c","b","a","a","a","b","a","e","d","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",847,276,145600,"Spring","2018",0,0,1,0,0,25,731,510,406,129,289,244,74,51,272,"N/A","Yes","Yes","No",NA,"Yes",NA,NA,NA,NA,"9",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (less than 50% of the total class time)",NA,2,"3",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0
"1280","1187","42680","Student","I agree to share","2018-01-22 16:32:36",1427.935,NA,NA,NA,100,NA,16,NA,NA,NA,"Female",0,1,0,0,0,0,0,0,1,0,0,0,0,0,"2nd",1,0,0,0,0,0,"e","c","c","c","e","c","a","a","c","d","b","d","c","c","b","d","e","b","a","b","b","b","c","b","e","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","-","-",NA,NA,NA,847,276,145600,"Spring","2018",0,0,1,0,0,25,731,510,406,129,289,244,74,51,272,"N/A","Yes","Yes","No",NA,"Yes",NA,NA,NA,NA,"9",NA,NA,NA,"1","Facilitate small group discussions/activities during lecture (less than 50% of the total class time)",NA,2,"3",NA,"online",0,"Public","PCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
