"","student_id","course_id","pre_score","post_score","institution_id","year","term","instructor","male","female","parent_degree","course_use_las","pre_1","pre_2","pre_3","pre_4","pre_5","pre_6","pre_7","pre_8","pre_9","pre_10","pre_11","pre_13","pre_14","pre_15","pre_16","pre_17","pre_18","post_1","post_2","post_3","post_4","post_5","post_6","post_7","post_8","post_9","post_10","post_11","post_13","post_14","post_15","post_16","post_17","post_18"
"413","44279","1275",NA,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","b","d","c","d","c","c","b","a","c","c","c","c","b","d","e","f","b","d","c","e","b","a","c","d","b","d","b","e","d","c","d","b","c","c"
"414","58705","1275",NA,NA,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","a","a","c","b","b","a","c","d","d","c","c","b","b","c","b","b","b","b","a","e","b","a","c","c","c","c","c","e","c","d","d","e","d"
"415","58706","1275",38.888888888889,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","e","c","d","a","c","e","f","b","e","a","d","b","d","d","f","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","43105","1275",16.666666666667,11.111111111111,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","c","c","c","a","a","e","b","d","c","e","c","a","a","b","d","a","c","e","a","f","a","a","e","f","e","e","e","e","c","d","e","b","d"
"417","58707","1275",66.666666666667,72.222222222222,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","c","b","f","a","d","d","c","b","d","b","c","b","b","d","a","a","c","e","b","e","a","c","d","c","b","d","b","d","b","d","d","a","a"
"418","60958","1275",55.555555555556,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","c","b","c","a","c","d","b","b","d","a","c","a","d","d","a","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","58711","1275",27.777777777778,33.333333333333,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","a","c","c","d","b","a","d","d","c","b","e","b","b","a","d","d","c","c","d","b","e","a","c","d","a","a","b","c","c","a","a","d","d","a"
"420","58714","1275",38.888888888889,38.888888888889,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","c","b","c","b","a","e","a","b","d","a","b","a","d","d","a","d","c","c","b","c","b","c","e","e","d","c","a","b","a","b","d","a","a"
"421","58715","1275",NA,11.111111111111,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","a","b","f","b","a","d","c","a","d","b","b","a","a","d","d","d","c","a","d","d","b","d","e","e","e","e","a","c","a","a","d","f","d"
"422","58716","1275",16.666666666667,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","e","e","b","b","d","b","e","e","e","e","b","b","d","b","a","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","58717","1275",27.777777777778,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","e","a","b","a","c","c","c","e","d","a","a","a","a","e","d","a","d","e","b","e","b","c","b","e","a","a","c","b","a","c","d","a","a"
"424","58719","1275",50,44.444444444444,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","c","c","c","a","c","b","c","d","d","b","b","b","a","d","e","a","c","c","b","c","a","a","d","c","d","d","a","c","a","a","d","b","a"
"425","58720","1275",16.666666666667,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","c","e","e","b","a","e","f","c","e","b","a","b","d","c","d","d","b","b","d","a","c","b","a","e","b","c","a","d","b","a","b","e","a"
"426","35373","1275",NA,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","e","c","c","a","b","c","b","d","b","b","a","c","c","e","b","b","c","c","a","c","b","a","b","e","c","b","a","c","a","c","b","c","b"
"427","58722","1275",44.444444444444,61.111111111111,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","e","b","f","a","d","d","d","b","e","b","b","a","d","d","d","c","c","e","b","f","a","d","d","c","b","d","a","c","b","d","d","a","c"
"428","58723","1275",16.666666666667,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","b","e","d","b","c","a","e","e","e","e","a","c","a","d","d","d","d","b","e","b","a","a","a","b","c","d","e","e","b","a","d","d","b","b"
"429","58724","1275",NA,72.222222222222,"72",2019,"Spring","Martina Bode",1,0,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b","b","c","c","a","b","d","e","b","d","b","c","b","b","d","c","c"
"430","60956","1275",27.777777777778,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","a","b","e","a","b","b","e","d","d","c","c","a","a","c","d","c","c","b","d","d","b","b","d","b","c","b","c","b","a","b","c","a","a"
"431","58725","1275",72.222222222222,66.666666666667,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","b","b","b","c","b","c","b","c","b","d","d","c","a","b","d","a","c","b","b","a","c","b","c","d","c","b","d","a","d","a","a","d","e","c"
"432","58726","1275",33.333333333333,27.777777777778,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","a","b","b","b","c","a","c","b","c","a","b","a","a","a","a","a","d","a","b","b","a","a","e","d","a","b","d","c","b","c","d","d","a"
"433","43118","1275",50,33.333333333333,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","d","d","c","e","a","c","d","b","a","c","a","c","b","b","d","a","c","d","d","b","c","a","c","c","b","a","c","a","b","a","c","b","a","b"
"434","58727","1275",11.111111111111,NA,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","e","e","e","f","b","d","e","f","e","e","e","b","c","d","a","e","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","58728","1275",61.111111111111,44.444444444444,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","c","b","c","a","c","b","c","c","c","b","d","b","a","d","a","a","d","c","b","c","a","b","d","c","b","c","c","c","a","a","d","d","a"
"436","58729","1275",50,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","a","b","a","f","b","c","d","c","b","d","a","b","b","a","d","e","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","58731","1275",55.555555555556,72.222222222222,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","e","b","c","b","c","d","c","c","d","a","b","a","b","d","a","a","d","c","b","c","a","c","d","c","b","c","b","d","a","b","d","a","a"
"438","34890","1275",NA,NA,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","a","c","b","a","a","a","c","b","b","d","b","a","b","b","a","d","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","58732","1275",44.444444444444,NA,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","e","b","b","a","a","e","c","b","d","b","b","a","a","d","d","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","58733","1275",NA,66.666666666667,"72",2019,"Spring","Martina Bode",0,1,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","b","b","c","b","a","d","e","b","d","b","c","b","b","d","a","a"
"441","58734","1275",66.666666666667,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","b","e","b","c","a","a","d","c","b","d","b","b","a","a","d","a","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","34729","1275",44.444444444444,27.777777777778,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","b","b","d","a","c","d","d","a","c","d","b","b","a","d","d","a","c","e","a","d","a","a","e","e","a","a","c","d","b","a","d","c","a"
"443","58735","1275",27.777777777778,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","e","e","c","b","a","e","f","b","e","e","d","b","c","e","f","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","58811","1275",NA,44.444444444444,"72",2019,"Spring","Martina Bode",1,0,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","e","b","c","a","a","d","c","b","c","c","c","a","a","d","b","a"
"445","43133","1275",27.777777777778,38.888888888889,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","c","b","d","a","b","c","a","d","c","a","d","b","a","c","e","a","d","c","b","f","a","d","d","d","b","c","a","d","c","d","d","e","a"
"446","58736","1275",33.333333333333,44.444444444444,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","c","b","c","b","d","e","b","e","c","a","b","b","b","d","f","a","c","e","c","c","b","d","d","c","b","e","a","c","b","b","d","f","a"
"447","34040","1275",16.666666666667,16.666666666667,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","d","c","f","b","c","e","f","e","e","c","c","b","c","b","f","a","d","e","c","b","b","c","e","f","e","e","e","a","c","d","d","e","d"
"448","58738","1275",44.444444444444,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","e","a","f","a","c","d","c","b","e","a","b","a","b","d","f","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","58739","1275",NA,55.555555555556,"72",2019,"Spring","Martina Bode",0,1,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b","b","b","c","b","b","d","d","d","c","b","c","a","a","d","a","c"
"450","58740","1275",38.888888888889,61.111111111111,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","a","a","c","c","d","a","c","b","c","a","b","a","b","d","a","d","a","a","b","c","b","c","d","c","b","c","b","b","a","d","d","a","c"
"451","34892","1275",38.888888888889,33.333333333333,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","d","a","b","c","a","d","e","c","b","c","e","a","a","a","d","e","a","d","d","b","c","b","d","d","d","a","d","d","d","a","d","a","e","a"
"452","58741","1275",33.333333333333,27.777777777778,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","d","b","e","a","d","e","f","b","d","a","b","c","b","e","f","d","c","e","b","e","b","d","e","c","b","d","a","b","a","a","a","d","a"
"453","58812","1275",33.333333333333,27.777777777778,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","a","b","e","b","a","a","c","b","d","a","a","a","a","e","a","a","d","c","b","b","b","a","d","e","b","c","a","b","a","a","e","a","a"
"454","44304","1275",NA,NA,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","a","d","e","c","c","b","d","f","e","e","e","c","a","a","c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","58744","1275",44.444444444444,55.555555555556,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","b","b","e","b","c","a","c","d","c","a","b","a","b","d","a","a","b","a","b","b","b","c","d","c","b","c","b","b","b","a","d","b","a"
"456","58815","1275",38.888888888889,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","c","c","b","a","b","d","c","d","c","b","c","b","a","c","d","c","a","a","b","c","a","a","c","c","d","b","a","c","b","d","d","c","b"
"457","58743","1275",11.111111111111,33.333333333333,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","e","a","f","a","d","e","f","e","e","e","b","c","c","e","d","a","c","c","b","c","a","b","e","f","a","e","e","b","a","a","d","a","a"
"458","58745","1275",33.333333333333,38.888888888889,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","c","a","c","a","d","e","c","d","d","a","b","a","a","b","c","c","c","e","b","c","a","a","e","c","b","c","b","b","a","d","a","d","a"
"459","58746","1275",NA,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","b","c","a","b","c","b","b","a","b","c","b","b","b","b","b","b","b","b","c","e","a","c","c","b","c","a","d","b","a","b","b","b","b"
"460","58748","1275",NA,55.555555555556,"72",2019,"Spring","Martina Bode",1,0,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","e","b","f","a","c","e","c","b","d","c","b","b","c","d","a","a"
"461","58816","1275",22.222222222222,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","d","b","b","a","a","d","b","a","c","a","b","a","d","b","d","d","d","d","a","b","a","a","b","d","b","c","a","b","b","b","c","b","c"
"462","58747","1275",50,27.777777777778,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","a","c","b","a","b","a","c","d","d","c","d","b","b","d","e","c","d","c","b","b","b","c","a","d","b","d","a","b","a","c","b","c","a"
"463","34478","1275",NA,11.111111111111,"72",2019,"Spring","Martina Bode",0,0,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","c","b","f","c","d","c","b","e","e","e","a","a","d","b","c","a"
"464","58752","1275",NA,72.222222222222,"72",2019,"Spring","Martina Bode",1,0,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b","b","b","b","b","c","d","c","b","d","a","c","b","b","d","a","a"
"465","58753","1275",27.777777777778,38.888888888889,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","b","a","c","c","d","e","a","c","e","d","c","b","d","a","a","a","c","b","b","d","b","c","a","a","c","c","b","b","a","c","d","a","a"
"466","58755","1275",50,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","b","b","b","b","a","d","c","b","d","a","b","a","b","d","b","a","e","e","e","f","c","d","e","f","e","e","e","e","c","d","e","f","d"
"467","58756","1275",33.333333333333,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","d","b","a","a","a","b","e","b","c","a","c","a","a","d","a","a","b","d","b","d","a","a","b","b","b","c","a","a","a","b","a","c","a"
"468","58757","1275",16.666666666667,5.5555555555556,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","d","e","c","f","c","d","e","f","e","e","e","e","b","d","b","a","d","d","e","c","d","b","d","e","f","a","e","e","e","c","d","e","f","b"
"469","44451","1275",NA,27.777777777778,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","a","b","e","a","b","c","b","c","e","a","b","c","c","a","d","d","d","b","c","f","a","b","d","b","c","a","b","b","c","c","b","e","d"
"470","58762","1275",NA,16.666666666667,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","a","a","d","a","d","d","b","d","e","e","e","c","d","e","a","d","d","e","b","d","a","b","c","a","a","e","a","a","a","a","a","c","d"
"471","58765","1275",33.333333333333,50,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","e","a","b","c","d","d","e","b","d","b","b","a","d","d","d","a","c","b","b","c","b","d","d","b","d","d","b","c","a","a","d","a","a"
"472","44319","1275",50,44.444444444444,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","c","b","d","a","a","d","a","b","d","b","c","b","d","d","d","a","d","e","a","d","a","b","d","d","b","d","b","c","b","d","d","e","a"
"473","58767","1275",NA,44.444444444444,"72",2019,"Spring","Martina Bode",0,1,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a","b","b","c","b","d","e","e","b","e","b","c","a","d","c","a","c"
"474","58769","1275",44.444444444444,38.888888888889,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","e","a","f","a","d","e","c","b","e","b","c","c","b","d","a","a","c","c","b","f","a","a","e","f","b","e","b","e","c","a","d","a","a"
"475","44326","1275",16.666666666667,50,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","a","b","b","c","d","a","a","d","c","c","a","b","a","b","e","a","c","d","b","b","a","c","d","c","d","d","a","a","a","a","d","b","c"
"476","58770","1275",50,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","a","b","b","c","c","d","c","b","d","a","c","a","d","d","b","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","58773","1275",NA,44.444444444444,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","a","a","c","e","b","a","d","d","c","c","b","a","a","a","c","c","a","d","a","c","c","b","a","d","c","d","d","d","b","a","b","d","a","a"
"478","35388","1275",NA,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","e","e","e","f","c","d","e","f","e","e","e","e","c","d","e","f","d","c","c","b","d","a","a","c","b","d","b","a","c","b","c","d","b","b"
"479","58775","1275",33.333333333333,16.666666666667,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","d","b","f","a","a","e","c","d","c","c","a","a","a","d","d","c","d","d","b","b","b","a","e","d","d","b","a","b","c","d","b","e","c"
"480","58776","1275",NA,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","b","b","e","a","d","e","b","e","c","b","c","a","b","c","b","b","d","c","a","c","c","b","e","a","c","b","e","c","b","d","c","c","b"
"481","58777","1275",55.555555555556,55.555555555556,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","b","b","b","b","c","d","a","a","c","b","a","b","b","d","a","b","c","b","b","b","b","c","d","a","b","d","a","b","b","d","d","a","a"
"482","58780","1275",50,33.333333333333,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","d","a","b","c","a","a","c","c","d","d","b","c","b","a","d","e","a","c","a","b","e","a","a","b","c","d","c","a","b","a","a","b","a","c"
"483","43175","1275",22.222222222222,16.666666666667,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","c","d","b","b","a","d","d","c","d","a","a","a","a","a","a","a","c","a","b","d","b","b","d","a","a","c","a","b","a","c","b","b","a"
"484","58783","1275",77.777777777778,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","b","b","b","c","b","d","e","c","b","d","b","b","b","b","d","a","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","58784","1275",27.777777777778,44.444444444444,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","e","e","c","c","b","a","d","c","b","c","a","b","a","c","a","f","b","c","a","b","b","b","c","d","e","b","e","b","a","b","c","e","a","a"
"486","58785","1275",61.111111111111,66.666666666667,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","d","b","c","b","c","d","c","b","c","a","d","b","a","d","a","a","a","c","b","c","b","c","b","c","b","d","b","d","b","b","d","d","b"
"487","58786","1275",NA,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","b","b","c","c","a","b","c","c","b","b","d","b","b","b","b","c","a","b","c","d","f","b","b","b","c","b","c","e","c","b","b","b","d","b"
"488","58788","1275",38.888888888889,33.333333333333,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","a","b","c","b","a","c","a","b","c","a","d","a","a","d","a","d","d","e","d","c","c","a","d","c","a","c","a","d","a","a","d","e","b"
"489","43181","1275",33.333333333333,33.333333333333,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","c","b","b","a","c","b","e","a","d","e","a","a","a","d","e","a","c","c","d","b","a","c","d","b","c","d","d","d","a","a","a","b","a"
"490","58789","1275",11.111111111111,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","d","e","f","b","a","e","f","e","e","e","d","a","d","e","c","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","58790","1275",50,55.555555555556,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","d","a","b","b","a","c","d","a","d","d","a","a","b","c","d","a","a","d","a","b","b","a","c","d","a","a","d","d","d","b","c","d","a","a"
"492","34748","1275",33.333333333333,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","a","c","b","c","c","d","c","c","a","b","d","c","d","c","b","a","a","b","d","d","a","b","b","c","c","c","c","c","b","b","b","d","b"
"493","58795","1275",NA,55.555555555556,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","b","b","b","c","b","a","b","c","b","c","b","c","b","b","c","c","a","a","d","b","c","b","a","d","c","b","d","a","a","b","a","d","c","c"
"494","58796","1275",27.777777777778,33.333333333333,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","d","d","b","b","a","a","b","b","b","e","e","a","b","d","b","c","d","d","c","b","c","a","a","e","c","c","c","b","a","c","d","b","e","b"
"495","58797","1275",NA,44.444444444444,"72",2019,"Spring","Martina Bode",0,1,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","b","b","c","a","c","b","c","e","a","a","b","a","a","d","e","a"
"496","43189","1275",44.444444444444,NA,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","b","b","e","f","b","a","d","c","e","c","a","e","a","b","d","a","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","58799","1275",61.111111111111,55.555555555556,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","a","a","b","e","a","c","d","a","b","d","b","b","b","d","d","a","a","a","c","b","d","a","c","d","c","b","d","a","b","a","a","d","a","a"
"498","58804","1275",27.777777777778,NA,"72",2019,"Spring","Martina Bode",0,1,NA,"Y","c","a","c","c","c","c","e","d","c","e","a","a","a","a","d","a","a","b","a","e","c","a","c","b","d","d","c","c","c","b","d","e","f","c"
"499","58807","1275",61.111111111111,66.666666666667,"72",2019,"Spring","Martina Bode",1,0,NA,"Y","c","b","b","c","a","c","d","c","b","d","a","c","a","d","d","f","a","d","b","b","c","a","c","d","c","a","d","a","b","a","d","d","a","c"
"500","60126","1398",NA,16.666666666667,"50",2019,"Spring","Robynne Lock",1,0,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a","b","a","c","b","b","a","e","d","e","a","c","a","a","e","d","a"
"501","50256","1398",NA,61.111111111111,"50",2019,"Spring","Robynne Lock",1,0,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d","b","a","c","a","a","d","c","a","c","b","b","b","d","d","a","c"
"502","56992","1398",16.666666666667,NA,"50",2019,"Spring","Robynne Lock",1,0,NA,"Y","c","e","b","d","b","a","e","a","b","e","e","a","c","a","b","d","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","60128","1398",27.777777777778,NA,"50",2019,"Spring","Robynne Lock",1,0,NA,"Y","c","d","b","b","b","a","b","c","c","e","a","d","b","d","c","e","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","60130","1398",50,NA,"50",2019,"Spring","Robynne Lock",0,1,NA,"Y","a","c","c","e","a","a","d","c","b","d","a","b","b","c","d","a","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","60131","1398",22.222222222222,22.222222222222,"50",2019,"Spring","Robynne Lock",1,0,NA,"Y","c","e","e","c","b","a","e","a","e","e","e","e","c","d","d","d","c","c","e","a","f","b","a","e","e","a","c","e","c","b","a","d","a","a"
"506","60133","1398",NA,66.666666666667,"50",2019,"Spring","Robynne Lock",1,0,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a","e","b","c","a","c","d","a","b","d","a","d","b","d","d","a","a"
"507","50273","1398",27.777777777778,NA,"50",2019,"Spring","Robynne Lock",0,1,NA,"Y","c","e","c","a","a","a","e","b","a","e","b","d","b","a","b","e","a","d","e","b","b","a","c","e","a","b","e","e","b","c","d","b","e","d"
"508","49745","1398",55.555555555556,NA,"50",2019,"Spring","Robynne Lock",0,1,NA,"Y","c","d","b","c","b","a","d","c","b","d","a","b","b","d","d","a","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","60138","1398",61.111111111111,72.222222222222,"50",2019,"Spring","Robynne Lock",1,0,NA,"Y","b","b","a","f","a","a","e","a","b","d","a","b","b","b","d","a","c","c","b","b","a","a","c","c","c","b","d","b","b","b","b","d","a","a"
"510","63941","1538",NA,55.555555555556,"2",2019,"Fall","Robert Sachs, Stephanie Foster",0,1,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","b","b","b","a","a","d","c","c","d","b","b","a","a","d","a","a"
"511","63930","1538",27.777777777778,NA,"2",2019,"Fall","Robert Sachs, Stephanie Foster",0,1,NA,"N","c","c","b","f","a","d","d","a","e","e","a","d","c","d","e","f","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","63865","1538",16.666666666667,55.555555555556,"2",2019,"Fall","Robert Sachs, Stephanie Foster",1,0,NA,"N","c","e","b","c","c","a","e","f","e","e","e","e","c","d","e","f","d","c","c","b","c","b","a","d","c","b","d","a","d","a","a","d","d","c"
"513","63934","1538",22.222222222222,NA,"2",2019,"Fall","Robert Sachs, Stephanie Foster",0,1,NA,"N","c","e","b","f","b","a","e","c","e","e","a","e","a","c","d","f","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","63887","1538",NA,27.777777777778,"2",2019,"Fall","Robert Sachs, Stephanie Foster",0,1,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","b","e","a","a","d","b","c","e","a","b","a","c","a","b","c"
"515","63911","1538",16.666666666667,NA,"2",2019,"Fall","Robert Sachs, Stephanie Foster",1,0,NA,"N","c","d","c","b","a","a","d","b","e","e","e","e","c","a","e","f","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","63219","1538",NA,NA,"2",2019,"Fall","Robert Sachs, Stephanie Foster",0,1,NA,"N","d","a","b","e","a","a","e","f","c","e","e","c","c","a","b","f","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","63939","1538",22.222222222222,NA,"2",2019,"Fall","Robert Sachs, Stephanie Foster",0,1,NA,"N","c","e","b","f","a","d","d","e","e","e","e","e","c","d","e","f","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","63931","1538",33.333333333333,NA,"2",2019,"Fall","Robert Sachs, Stephanie Foster",1,0,NA,"N","c","b","b","c","b","a","e","e","c","e","b","b","a","b","e","d","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","63872","1538",27.777777777778,27.777777777778,"2",2019,"Fall","Robert Sachs, Stephanie Foster",0,1,NA,"N","c","c","b","f","a","d","e","d","e","c","a","d","a","a","d","f","d","d","c","b","f","a","d","e","d","d","c","a","b","b","d","d","e","b"
"520","63909","1538",27.777777777778,NA,"2",2019,"Fall","Robert Sachs, Stephanie Foster",1,0,NA,"N","c","b","d","f","a","a","d","a","a","e","e","b","c","a","d","f","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","63920","1538",22.222222222222,NA,"2",2019,"Fall","Robert Sachs, Stephanie Foster",0,1,NA,"N","a","a","c","f","b","a","d","d","e","e","e","e","b","b","e","f","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","63100","1538",NA,NA,"2",2019,"Fall","Robert Sachs, Stephanie Foster",0,1,NA,"N","c","e","e","b","a","d","e","f","e","e","e","e","b","d","b","f","d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
